,시도명,시군구명,상호명,지점명,경도,위도,도로명주소,ID,빽다방 매장수,브랜드명
210,울산광역시,중구,빽다방울산여중점,울산여중점,129.33695346898898,35.5634693822173,울산광역시 중구 화합로 430,울산 중구,1,빽다방
211,대전광역시,대덕구,빽다방,대전한남대점,127.42508486368,36.3509922260651,대전광역시 대덕구 한남로 27,대전 대덕,1,빽다방
212,대전광역시,대덕구,빽다방,대전송촌공원점,127.439646568262,36.3649947263207,대전광역시 대덕구 송촌북로16번길 58,대전 대덕,1,빽다방
213,대전광역시,동구,빽다방가오CGV점,가오CGV점,127.455799210476,36.306496854017404,대전광역시 동구 은어송로 59,대전 동구,1,빽다방
214,인천광역시,남동구,빽다방,인천구월CGV점,126.70193047231001,37.4517238458032,인천광역시 남동구 예술로 198,인천 남동,1,빽다방
215,인천광역시,연수구,빽다방,글로벌1호점,126.65396824003,37.3783294841036,인천광역시 연수구 송도문화로28번길 28,인천 연수,1,빽다방
216,광주광역시,북구,빽다방,전남대후문점,126.91353208625601,35.1754103225278,광주광역시 북구 우치로90번길 16,광주 북구,1,빽다방
217,대구광역시,북구,빽다방,대구칠곡타운점,128.56334528422198,35.9439382670582,대구광역시 북구 학정로 439,대구 북구,1,빽다방
218,인천광역시,남동구,빽다방,인천간석올리브점,126.70810574021002,37.46066671445421,인천광역시 남동구 남동대로 875,인천 남동,1,빽다방
219,대전광역시,서구,빽다방,대전둔산중앙점,127.376357496638,36.350369342758896,대전광역시 서구 대덕대로185번길 22,대전 서구,1,빽다방
220,인천광역시,남동구,빽다방,인천논현역2호점,126.72306788931299,37.4016760513818,인천광역시 남동구 논고개로123번길 17,인천 남동,1,빽다방
221,인천광역시,남동구,빽다방,소래포구한화점,126.735173004781,37.3977965181041,인천광역시 남동구 소래역남로 12,인천 남동,1,빽다방
222,대전광역시,유성구,빽다방,대전노은CGV점,127.319009927838,36.3725243110051,대전광역시 유성구 은구비남로33번길 5,대전 유성,1,빽다방
223,인천광역시,남구,빽다방,인하대점,126.657442713899,37.452542299805295,인천광역시 남구 인하로77번길 29,인천 남구,1,빽다방
224,인천광역시,연수구,빽다방,인천송도점,126.650147910674,37.3949281435415,인천광역시 연수구 컨벤시아대로 81,인천 연수,1,빽다방
225,인천광역시,남동구,빽다방,인천남동초교점,126.736786251876,37.4436318091679,인천광역시 남동구 장승남로 41,인천 남동,1,빽다방
226,인천광역시,부평구,빽다방,부평로데오점,126.724283421741,37.4930994888734,인천광역시 부평구 부평대로20번길 18-1,인천 부평,1,빽다방
227,대구광역시,달서구,빽다방,대구성서롯데점,128.507785745972,35.8544415394555,대구광역시 달서구 성서로 414,대구 달서,1,빽다방
228,대구광역시,중구,빽다방,동성로2호점,128.595263337638,35.8679925189221,대구광역시 중구 동성로5길 11,대구 중구,1,빽다방
229,대전광역시,서구,빽다방,대전스타게이트점,127.378928588932,36.3619096920089,대전광역시 서구 대덕대로 325,대전 서구,1,빽다방
230,광주광역시,북구,빽다방전남대후문,-,126.91353208625601,35.1754103225278,광주광역시 북구 우치로90번길 16,광주 북구,1,빽다방
231,대전광역시,서구,빽다방,대전배재대점,127.37045280133002,36.322660985430396,대전광역시 서구 배재로 160,대전 서구,1,빽다방
232,대전광역시,유성구,빽다방,충남대후문점,127.34941412244899,36.3628791926385,대전광역시 유성구 궁동로18번길 37,대전 유성,1,빽다방
233,대전광역시,서구,빽다방,대전법원점,127.389007916073,36.3525706518097,대전광역시 서구 둔산로137번길 27,대전 서구,1,빽다방
234,대전광역시,중구,빽다방,대전중앙로지하점,127.424883932736,36.3283157455132,대전광역시 중구 중앙로 145,대전 중구,1,빽다방
235,대구광역시,중구,빽다방,대구반월당현대점,128.591369298118,35.867011281225096,대구광역시 중구 달구벌대로 2081-22,대구 중구,1,빽다방
236,광주광역시,동구,빽다방광주구시청점,광주구시청점,126.916804199862,35.1455585680059,광주광역시 동구 백서로125번길 45,광주 동구,1,빽다방
237,울산광역시,북구,빽다방,울산상안중앙점,129.34413580220502,35.629553796813504,울산광역시 북구 아진로 41-12,울산 북구,1,빽다방
238,인천광역시,남동구,빽다방인천간석올리브점,인천간석올리브점,126.707567103354,37.4624088311462,인천광역시 남동구 석산로141번길 44,인천 남동,1,빽다방
239,대전광역시,서구,빽다방대전관저중앙점,대전관저중앙점,127.33977712701099,36.2993062681105,대전광역시 서구 관저로 157,대전 서구,1,빽다방
240,울산광역시,중구,빽다방,울산성남점,129.319458991445,35.5540451939466,울산광역시 중구 젊음의거리 49,울산 중구,1,빽다방
241,대구광역시,동구,빽다방,대구율하광장점,128.695680621383,35.8634241363693,대구광역시 동구 안심로22길 40,대구 동구,1,빽다방
242,인천광역시,남동구,빽다방,NC점,126.70067382794,37.4440061791012,인천광역시 남동구 인하로 485,인천 남동,1,빽다방
243,대구광역시,북구,빽다방,칠곡에덴점,128.551206776966,35.932538918758205,대구광역시 북구 구암로 95,대구 북구,1,빽다방
244,대구광역시,북구,빽다방대구보건대점,대구보건대점,128.544486490877,35.9270535341583,대구광역시 북구 칠곡중앙대로69길 26,대구 북구,1,빽다방
245,울산광역시,남구,빽다방,울산삼산현대점,129.337451270759,35.5396513781776,울산광역시 남구 삼산로 277,울산 남구,1,빽다방
246,인천광역시,남동구,빽다방,-,126.727509042192,37.3975250632473,인천광역시 남동구 논고개로 61,인천 남동,1,빽다방
247,인천광역시,부평구,빽다방,-,126.70080679947701,37.4715973143106,인천광역시 부평구 열우물로 39,인천 부평,1,빽다방
248,대전광역시,동구,빽다방대전우송대점,대전우송대점,127.44738818236401,36.337046911539296,대전광역시 동구 동대전로 169,대전 동구,1,빽다방
249,대구광역시,북구,빽다방,대구북구서변점,128.598828404449,35.9208731643682,대구광역시 북구 호국로 215,대구 북구,1,빽다방
250,광주광역시,동구,빽다방광주충장로2호점,광주충장로2호점,126.918430335784,35.147898684124996,광주광역시 동구 금남로 246,광주 동구,1,빽다방
251,대구광역시,중구,빽다방,대구반월당지하점,128.593354331461,35.864432724458,대구광역시 중구 달구벌대로 2100,대구 중구,1,빽다방
252,대전광역시,중구,빽다방서대전홈플러스점,서대전홈플러스점,127.406805520845,36.3196564693977,대전광역시 중구 계백로1686번길 16,대전 중구,1,빽다방
253,인천광역시,서구,빽다방,가좌한신점,126.685337398373,37.493131996974704,인천광역시 서구 장고개로337번길 16,인천 서구,1,빽다방
254,울산광역시,남구,빽다방,울산대점,129.260100986071,35.5421699416044,울산광역시 남구 대학로76번길 7-11,울산 남구,1,빽다방
255,광주광역시,광산구,빽다방광주첨단점,광주첨단점,126.843739933218,35.219878090966795,광주광역시 광산구 첨단중앙로152번길 31-9,광주 광산,1,빽다방
256,인천광역시,남동구,빽다방,인천서창E편한점,126.750642508325,37.423830020381395,인천광역시 남동구 서창남로 48,인천 남동,1,빽다방
257,인천광역시,남동구,빽다방,인천간석벽산점,126.72053766133499,37.4647485156986,인천광역시 남동구 호구포로 921,인천 남동,1,빽다방
258,대전광역시,유성구,빽다방,전민중앙점,127.40252140153,36.3993685856352,대전광역시 유성구 유성대로 1740,대전 유성,1,빽다방
259,대전광역시,동구,빽다방대전역점대전역점,대전역점,127.43180595888398,36.3321972057211,대전광역시 동구 대전로815번길 3,대전 동구,1,빽다방
260,울산광역시,동구,빽다방,울산남목초교점,129.426620379451,35.5417028186835,울산광역시 동구 동해안로 28,울산 동구,1,빽다방
261,대전광역시,중구,빽다방,대전선병원점,127.41178439735701,36.3358675883064,대전광역시 중구 목중로 18,대전 중구,1,빽다방
262,인천광역시,남동구,빽다방,인천서창E편한점,126.750559844425,37.4240453971881,인천광역시 남동구 서창남로 50,인천 남동,1,빽다방
263,대전광역시,서구,빽다방,대전탄방로데오점,127.388857185121,36.34762202293,대전광역시 서구 둔산중로14번길 36,대전 서구,1,빽다방
264,대전광역시,중구,빽다방충남대병원점,충남대병원점,127.415153963701,36.3187332617667,대전광역시 중구 계룡로920번길 36,대전 중구,1,빽다방
265,세종특별자치시,세종특별자치시,빽다방,세종시정부청사점,127.262871705207,36.5074024888571,세종특별자치시 세종특별자치시 도움8로 11-11,세종,1,빽다방
266,인천광역시,서구,빽다방,인천신현하늘채점,126.673752792822,37.51770860432,인천광역시 서구 석곶로 2,인천 서구,1,빽다방
267,대전광역시,유성구,빽다방,서대전샘물타운점,127.319833098575,36.2996631299199,대전광역시 유성구 원내로 38,대전 유성,1,빽다방
268,대구광역시,중구,빽다방대구경대병원점,대구경대병원점,128.6042464101,35.8654149606098,대구광역시 중구 동덕로26길 18,대구 중구,1,빽다방
269,인천광역시,연수구,빽다방,-,126.667234123799,37.38794969324471,인천광역시 연수구 송도과학로27번길 70,인천 연수,1,빽다방
270,인천광역시,중구,빽다방,동인천역점,126.630527043161,37.4751555612816,인천광역시 중구 자유공원로 5,인천 중구,1,빽다방
271,대구광역시,달서구,빽다방대구신월성점,대구신월성점,128.526830456195,35.8245615847164,대구광역시 달서구 조암로 29,대구 달서,1,빽다방
272,인천광역시,연수구,빽다방송도캠퍼스타운점,송도캠퍼스타운점,126.66511116665001,37.389223244440004,인천광역시 연수구 송도과학로27번길 55,인천 연수,1,빽다방
273,광주광역시,서구,빽다방,광주상무메가점,126.85442685324301,35.1542060577564,광주광역시 서구 시청로60번길 21-6,광주 서구,1,빽다방
274,인천광역시,남구,빽다방,인하대역SK점,126.64504279314899,37.4520043181734,인천광역시 남구 용정공원로 33,인천 남구,1,빽다방
275,인천광역시,남구,빽다방인천용현토지점,인천용현토지점,126.63771361517901,37.451685786177286,인천광역시 남구 낙섬중로 40,인천 남구,1,빽다방
276,세종특별자치시,세종특별자치시,빽다방세종종촌농협점,세종종촌농협점,127.24964830588499,36.5045172633143,세종특별자치시 세종특별자치시 도움3로 105-7,세종,1,빽다방
277,인천광역시,계양구,빽다방,인천임학역점,126.73916828016701,37.5460145407835,인천광역시 계양구 장제로 885-1,인천 계양,1,빽다방
278,대구광역시,달성군,빽다방대구다사세천점,대구다사세천점,128.480260690559,35.874428988716005,대구광역시 달성군 다사읍 세천로 160,대구 달성,1,빽다방
279,대전광역시,서구,빽다방대전가수원중앙점,대전가수원중앙점,127.34950748696501,36.3047581145972,대전광역시 서구 계백로 1135,대전 서구,1,빽다방
280,대전광역시,중구,빽다방,대전유천버드내점,127.392389458464,36.3188540485425,대전광역시 중구 태평로 22-1,대전 중구,1,빽다방
281,인천광역시,서구,백다방,-,126.684395466213,37.4952569455385,인천광역시 서구 건지로 402,인천 서구,1,빽다방
282,인천광역시,강화군,빽다방,인천강화군청점,126.487356213765,37.7457788167245,인천광역시 강화군 강화읍 강화대로 396,인천 강화,1,빽다방
283,울산광역시,남구,빽다방,울산달동1호점,129.322101426409,35.5336106311806,울산광역시 남구 신정로17번길 6,울산 남구,1,빽다방
284,광주광역시,동구,신쭈꾸미빽다방,-,126.916804199862,35.1455585680059,광주광역시 동구 백서로125번길 45,광주 동구,1,빽다방
285,울산광역시,울주군,더본코리아_빽다방울산,범서구영점,129.24130614963698,35.5741272336001,울산광역시 울주군 범서읍 구영로 94,울산 울주,1,빽다방
286,대구광역시,동구,빽다방대구혁신,-,128.731386364404,35.8787056748269,대구광역시 동구 첨단로8길 10,대구 동구,1,빽다방
287,대전광역시,중구,빽다방,서대전홈플러스점,127.407702803638,36.320291796817706,대전광역시 중구 계백로 1690,대전 중구,1,빽다방
288,인천광역시,연수구,빽다방,연수동춘나사렛점,126.672010300804,37.40781730931021,인천광역시 연수구 앵고개로 256,인천 연수,1,빽다방
289,광주광역시,서구,빽다방,-,126.883142321581,35.16192863387,광주광역시 서구 죽봉대로 95,광주 서구,1,빽다방
290,인천광역시,서구,빽다방,청라쓰리엠점,126.650926772317,37.5320826276416,인천광역시 서구 중봉대로586번길 9-4,인천 서구,1,빽다방
291,인천광역시,계양구,빽다방,-,126.72263818210101,37.5266089924471,인천광역시 계양구 계양대로 32,인천 계양,1,빽다방
292,세종특별자치시,세종특별자치시,빽다방,-,127.261656116672,36.5013928529905,세종특별자치시 세종특별자치시 한누리대로 422,세종,1,빽다방
293,인천광역시,중구,빽다방,인천월미도점,126.59953713559099,37.474648113658795,인천광역시 중구 월미로 237,인천 중구,1,빽다방
294,경기도,부천시,빽다방부천심곡대성점,부천심곡대성점,126.784085909903,37.4914325368328,경기도 부천시 부천로 79,부천,1,빽다방
295,경기도,부천시,빽다방,부천상지초교점,126.76427144266,37.4929749355153,경기도 부천시 장말로199번길 6-4,부천,1,빽다방
296,경기도,안양시 동안구,빽다방,안양비산점,126.94377619705901,37.399204284892505,경기도 안양시 동안구 관악대로 177,안양 동안,1,빽다방
297,경기도,성남시 중원구,빽다방,단대오거리역점,127.155654663191,37.443915449348296,경기도 성남시 중원구 산성대로 354,성남 중원,1,빽다방
298,경기도,김포시,빽다방김포장기쌍용점,김포장기쌍용점,126.679619610658,37.6410151320518,경기도 김포시 김포한강2로23번길 50,김포,1,빽다방
299,경기도,부천시,빽다방,역곡점,126.81275720016701,37.48609266718921,경기도 부천시 부일로 748,부천,1,빽다방
300,강원도,원주시,빽다방,-,127.947781198558,37.3500059818461,강원도 원주시 무실로12번길 33,원주,1,빽다방
301,경기도,화성시,빽다방동탄은행사거리점,동탄은행사거리점,127.061867369068,37.2087463796896,경기도 화성시 동탄지성로 121,화성,1,빽다방
302,경기도,부천시,빽다방,송내역남부점,126.75279973222,37.48648406123571,경기도 부천시 송내대로 33,부천,1,빽다방
303,경기도,구리시,빽다방,구리돌다리점,127.140216724468,37.5997234088399,경기도 구리시 검배로6번길 27,구리,1,빽다방
304,경기도,화성시,빽다방,병점점,127.04005917400801,37.2129780300867,경기도 화성시 효행로 1028,화성,1,빽다방
305,경기도,수원시 장안구,빽다방,수원천천롯데점,126.98328299407,37.2963145120979,경기도 수원시 장안구 만석로19번길 25-3,수원 장안,1,빽다방
306,경기도,포천시,빽다방,포천송우중앙점,127.140603094569,37.830371874476796,경기도 포천시 소흘읍 송우로 80,포천,1,빽다방
307,경기도,이천시,빽다방,이천로데오점,127.444095797974,37.2805157355222,경기도 이천시 어재연로37번길 27,이천,1,빽다방
308,경기도,부천시,빽다방,부천중동현대점,126.760848055556,37.503057686491,경기도 부천시 석천로169번길 34,부천,1,빽다방
309,경기도,성남시 분당구,빽다방,미금역농협점,127.111720522244,37.3497103191204,경기도 성남시 분당구 돌마로90번길 4,성남 분당,1,빽다방
310,경기도,시흥시,빽다방,정왕역점,126.74184380934099,37.3513915152622,경기도 시흥시 마유로418번길 10,시흥,1,빽다방
311,경기도,화성시,빽다방,동탄북광장점,127.072694091828,37.205975137433796,경기도 화성시 동탄중심상가2길 5,화성,1,빽다방
312,경기도,성남시 분당구,빽다방,야탑역NC점,127.126810235007,37.41115913807121,경기도 성남시 분당구 야탑로75번길 15,성남 분당,1,빽다방
313,경기도,안양시 동안구,빽다방,평촌CGV점,126.96224933433001,37.3929702972725,경기도 안양시 동안구 관평로170번길 33,안양 동안,1,빽다방
314,경기도,안양시 만안구,빽다방,안양역점,126.92308718467,37.4006305596689,경기도 안양시 만안구 만안로 224,안양 만안,1,빽다방
315,경기도,고양시 일산서구,백다방,-,126.76212591762699,37.670561897444,경기도 고양시 일산서구 강성로 121,고양 일산서,1,빽다방
316,경기도,포천시,컴백다방,-,127.14735715167299,37.82785307526321,경기도 포천시 소흘읍 솔모루로78번길 8,포천,1,빽다방
317,경기도,평택시,빽다방,평택소사벌1호점,127.104167695061,37.0046099629836,경기도 평택시 평남로 941,평택,1,빽다방
318,경기도,파주시,빽다방,파주금릉역점,126.76686429866699,37.7519811388475,경기도 파주시 금빛로 24,파주,1,빽다방
319,경기도,안성시,빽다방,안성중앙로점,127.269158837978,37.00776812955,경기도 안성시 중앙로379번길 4,안성,1,빽다방
320,강원도,원주시,빽다방,원주장미공원점,127.931800565501,37.347339568721,강원도 원주시 장미공원길 32,원주,1,빽다방
321,경기도,안양시 동안구,빽다방,범계역점,126.953288571332,37.3908999607917,경기도 안양시 동안구 평촌대로223번길 42,안양 동안,1,빽다방
322,경기도,남양주시,빽다방,평내호평역점,127.24406506062701,37.655650518351,경기도 남양주시 늘을2로 32,남양주,1,빽다방
323,경기도,오산시,빽다방,오산역점,127.06996888652901,37.1461743881899,경기도 오산시 대원로 14,오산,1,빽다방
324,충청북도,청주시 상당구,빽다방,청주중앙공원점,127.48987281877399,36.6334351804115,충청북도 청주시 상당구 상당로59번길 13,청주 상당,1,빽다방
325,경기도,의정부시,빽다방,-,127.048473490129,37.7401298695735,경기도 의정부시 호국로1298번길 75,의정부,1,빽다방
326,경기도,안산시 단원구,빽다방,안산고잔뉴코아점,126.83423281744801,37.3189446933889,경기도 안산시 단원구 고잔로 72,안산 단원,1,빽다방
327,경기도,부천시,빽다방,송내법조타운점,126.75529104534999,37.4903487452381,경기도 부천시 부일로221번길 46,부천,1,빽다방
328,경기도,부천시,빽다방,상동세이브존점,126.75412001693,37.5063838048755,경기도 부천시 길주로 105,부천,1,빽다방
329,경기도,안양시 동안구,빽다방,범계역사거리점,126.950010336109,37.3911322057419,경기도 안양시 동안구 시민대로 171,안양 동안,1,빽다방
330,경기도,부천시,빽다방,송내역로데오점,126.75245955308901,37.491301004454,경기도 부천시 상일로 92,부천,1,빽다방
331,경기도,하남시,빽다방,하남신장시장점,127.204789506151,37.538066376766295,경기도 하남시 신장로 122,하남,1,빽다방
332,경기도,성남시 분당구,빽다방,분당서현대명점,127.124984247659,37.386528227323396,경기도 성남시 분당구 황새울로360번길 12,성남 분당,1,빽다방
333,경기도,용인시 기흥구,빽다방,강남대점,127.126131428473,37.2709903107511,경기도 용인시 기흥구 강남로 3,용인 기흥,1,빽다방
334,강원도,춘천시,빽다방,춘천석사CGV점,127.74483157673299,37.8511252984256,강원도 춘천시 지석로 85,춘천,1,빽다방
335,경기도,김포시,빽다방,김포사우점,126.717730697881,37.619549993380296,경기도 김포시 돌문로 50,김포,1,빽다방
336,경기도,안산시 단원구,빽다방,중앙역남부점,126.838680757235,37.3143659563463,경기도 안산시 단원구 광덕4로 234,안산 단원,1,빽다방
337,경기도,안산시 단원구,빽다방,안산초지풍림점,126.816655507229,37.30812862115551,경기도 안산시 단원구 광덕1로 64,안산 단원,1,빽다방
338,경기도,고양시 덕양구,빽다방,-,126.845532724869,37.61842788245861,경기도 고양시 덕양구 중앙로 450,고양 덕양,1,빽다방
339,강원도,강릉시,빽다방,강릉금학점,128.894954081206,37.7527998624499,강원도 강릉시 신대학길 14,강릉,1,빽다방
340,경기도,파주시,빽다방,문산시장점,126.78318894743,37.8574496236874,경기도 파주시 문산읍 문산로 35-3,파주,1,빽다방
341,경기도,용인시 수지구,빽다방수지구청점,수지구청점,127.097469385305,37.323876500743204,경기도 용인시 수지구 풍덕천로 144-1,용인 수지,1,빽다방
342,경기도,수원시 영통구,빽다방광교경기대후문점,광교경기대후문점,127.04427899394899,37.2999405363655,경기도 수원시 영통구 대학로 46,수원 영통,1,빽다방
343,경기도,시흥시,빽다방,시흥정왕옥구점,126.724411262395,37.3537187420046,경기도 시흥시 옥구상가2길 3,시흥,1,빽다방
344,경기도,고양시 일산서구,빽다방,일산후곡점,126.765693393568,37.6782758804995,경기도 고양시 일산서구 일산로 559,고양 일산서,1,빽다방
345,경기도,수원시 영통구,빽다방,광교월드스퀘어점,127.048361864893,37.2919087095505,경기도 수원시 영통구 센트럴타운로 107,수원 영통,1,빽다방
346,경기도,고양시 일산동구,빽다방,일산라페스타점,126.76786155826099,37.6630174358926,경기도 고양시 일산동구 무궁화로 31-2,고양 일산동,1,빽다방
347,경기도,용인시 기흥구,빽다방,-,127.112482093159,37.2811251998346,경기도 용인시 기흥구 관곡로64번길 18,용인 기흥,1,빽다방
348,경기도,의정부시,빽다방,의정부로데오점,127.04847418207198,37.7400758139353,경기도 의정부시 호국로1298번길 77,의정부,1,빽다방
349,경기도,구리시,빽다방,구리인창늘푸른점,127.142186788823,37.6046935027976,경기도 구리시 건원대로34번길 35,구리,1,빽다방
350,강원도,삼척시,빽다방,삼척대학로점,129.163076834853,37.4432811058981,강원도 삼척시 대학로 23-8,삼척,1,빽다방
351,경기도,남양주시,빽다방,남양주장현점,127.18086950741801,37.7176073931042,경기도 남양주시 진접읍 장현로 77,남양주,1,빽다방
352,경기도,부천시,빽다방,부천역CGV점,126.78136245040501,37.4857549699993,경기도 부천시 부일로460번길 5,부천,1,빽다방
353,경기도,안산시 단원구,빽다방,-,126.828975255345,37.3094946491179,경기도 안산시 단원구 광덕대로 145,안산 단원,1,빽다방
354,경기도,군포시,빽다방,산본중앙점,126.930352783622,37.359860223831504,경기도 군포시 산본로343번길 23,군포,1,빽다방
355,경기도,성남시 중원구,빽다방역점,-,127.155654663191,37.443915449348296,경기도 성남시 중원구 산성대로 354,성남 중원,1,빽다방
356,경기도,김포시,빽다방김포한강CGV점,김포한강CGV점,126.684155535897,37.6542925703564,경기도 김포시 김포한강11로 288-32,김포,1,빽다방
357,경기도,성남시 중원구,빽다방,모란역점,127.128695870766,37.4317085116434,경기도 성남시 중원구 성남대로 1141,성남 중원,1,빽다방
358,경기도,성남시 분당구,빽다방,수내역초림점,127.11249978605801,37.3774694629586,경기도 성남시 분당구 백현로101번길 17,성남 분당,1,빽다방
