,지역,상호,주소,상표,셀프여부,경유,lat,lng
0,대전광역시,대전셀프주유소,대전 동구 계족로 436 (용전동),SK에너지,Y,1288,36.3506072,127.4327015
1,대전광역시,(주)덕성하늘셀프주유소,대전 동구 대전로 283,SK에너지,Y,1293,36.2935463,127.461344
2,대전광역시,(주)하늘셀프주유소,대전 동구 대전로 549,SK에너지,Y,1293,36.3115813,127.4446089
3,대전광역시,산내제일주유소,대전 동구 대전로 269 (대성동),S-OIL,Y,1293,36.2922639,127.4621533
4,대전광역시,재하주유소,대전 동구 동서대로 1664 (성남동),현대오일뱅크,Y,1305,36.3481051,127.4349378
5,대전광역시,현암주유소,대전 동구 동서대로 1494 (삼성동),GS칼텍스,Y,1294,36.3392556,127.4200345
6,대전광역시,광장주유소,대전 동구 계족로 305 (성남동),SK에너지,Y,1289,36.3394728,127.4364327
7,대전광역시,참좋은주유소,대전 동구 계족로 501 (용전동),SK에너지,Y,1309,36.356528,127.4324345
8,대전광역시,성한주유소,대전 동구 동대전로 320 (가양동),GS칼텍스,Y,1308,36.3492864,127.4437151
9,대전광역시,일등주유소,대전 동구 계족로 249 (소제동),자가상표,N,1299,36.3350308,127.4389821
10,대전광역시,(주)동건에너지 삼호셀프주유소,대전 동구 중앙로 280,현대오일뱅크,Y,1314,36.33317419999999,127.4393552
11,대전광역시,(주)신영에너지,대전 동구 동대전로 253 (가양동),S-OIL,Y,1315,36.3436971,127.446687
12,대전광역시,아원주유소,대전 동구 계족로 326 (성남동),현대오일뱅크,Y,1314,36.3414348,127.4360465
13,대전광역시,산내행복셀프주유소,대전 동구 대전로 292 (대성동),SK에너지,Y,1299,36.2942767,127.4618356
14,대전광역시,(주)학하 삼성셀프주유소,대전 동구 대전로 908 (삼성동),S-OIL,Y,1325,36.33969829999999,127.4277521
15,대전광역시,호원셀프주유소,대전 동구 한밭대로 1315 (용전동),현대오일뱅크,Y,1307,36.3523741,127.4412241
16,대전광역시,고향주유소,대전 동구 산내로 562 (상소동),현대오일뱅크,N,1317,36.2543226,127.4628518
17,대전광역시,태암주유소,대전 동구 대전로 264 (대성동),현대오일뱅크,N,1317,36.2918559,127.4630189
18,대전광역시,매봉주유소,대전 동구 우암로 247 (가양동),SK에너지,Y,1319,36.3445511,127.4434992
19,대전광역시,동아주유소,대전 동구 동대전로 118 (대동),현대오일뱅크,Y,1318,36.3325476,127.4452977
20,대전광역시,유원주유소,대전 동구 계족로 513 (용전동),GS칼텍스,Y,1319,36.3574589,127.4324189
21,대전광역시,태양주유소,대전 동구 한밭대로 1258 (용전동),SK에너지,Y,1309,36.3554804,127.4361647
22,대전광역시,㈜용운주유소,대전 동구 백룡로 77 (용운동),알뜰주유소,Y,1329,36.3331331,127.4542291
23,대전광역시,대성주유소,대전 동구 우암로 316 (가양동),S-OIL,Y,1319,36.3473374,127.4504223
24,대전광역시,sk대동주유소,대전광역시 동구 계족로140번길 73 (용운동),SK에너지,Y,1329,36.3266994,127.4486126
25,대전광역시,(주)한마음석유 대신주유소,대전광역시 동구 계족로 126,GS칼텍스,Y,1348,36.3255453,127.445569
26,대전광역시,가양주유소,대전 동구 우암로 365 (가양동),알뜰주유소,N,1329,36.3514267,127.4524681
27,대전광역시,내트럭(주)남대전사업소,대전 동구 대전로 15,SK에너지,N,1349,36.346087,127.4194803
28,대전광역시,서울국제(주) 국제주유소,대전 동구 우암로 300 (가양동),SK에너지,N,1345,36.3466446,127.4489188
29,대전광역시,우정주유소,대전 동구 옥천로 418 (삼정동),S-OIL,Y,1388,36.3289117,127.4748696
30,대전광역시,신가오주유소,대전 동구 은어송로 38 (가오동),SK에너지,N,1379,36.3049645,127.4544221
31,대전광역시,sk네트웍스(주)셀프스토리,대전광역시 동구  홍도로 8-16 (홍도동),SK에너지,Y,1365,36.3473287,127.4308647
32,대전광역시,신고개주유소,대전 동구 새울로 38 (용운동),S-OIL,N,1436,36.3217763,127.4629429
33,대전광역시,동원(대전),대전 동구 옥천로351번길 1-4 (삼정동),SK에너지,N,1499,36.3259489,127.4728236
34,대전광역시,동명주유소,대전 동구 한밭대로 1239 (용전동),SK에너지,N,1576,36.3571725,127.4354973
35,대전광역시,주홍셀프,대전 서구 도산로 475 (탄방동),GS칼텍스,Y,1288,36.3441514,127.4003611
36,대전광역시,탄방주유소,대전 서구 유등로 659,알뜰주유소,Y,1289,36.3458019,127.4013232
37,대전광역시,삼부주유소,대전 서구 변동로 114 (변동),현대오일뱅크,Y,1279,36.3232706,127.3851404
38,대전광역시,그린주유소,대전 서구 동서대로 953 (내동),알뜰주유소,Y,1299,36.3347041,127.3685983
39,대전광역시,혜천셀프주유소,대전 서구 혜천로 28 (정림동),GS칼텍스,Y,1295,36.3066101,127.3697424
